ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,Meas/Yr,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
WA659,Oceanic Remote Chemical Analyzer Project,NANOOS ORCA Point Wells,,Washington,point,University of Washington; National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://orca.ocean.washington.edu/about_proj_ORCA.shtml,Buoy offline since Jan. 2013. No further updates. Measurement frequency is anywhere from every two hours to once per day and is dicted by the availability of solar energy.,Allan Devol; Adrienne Sutton; Wendi Ruef,devol@u.washington.edu; adrienne.sutton@noaa.gov; wruef@ocean.washington.edu,External Funds,NANOOS WOAC King County,43252,Current funding has option for renewal,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Academic,Mooring,In situ,No,Estuarine,47.7612,-122.3972,,0,88,Continuous,120,120,Year-round,3,2010-Present,2010,Present,Yes,2 - 6 hrs,No,No,No,No,No,No,No,No,No,No,Yes,,http://orca.ocean.washington.edu/sensors.html,http://orca.ocean.washington.edu/sensors.html,Yes,Yes,Yes,No,No,Dewpoint Temp; PAR; Density; Relative Humidity; Wind Direction; Wind Gust; Wind Speed,No,Yes,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
WA660,Oceanic Remote Chemical Analyzer Project,NANOOS ORCA Hansville,,Washington,point,University of Washington; National Oceanic and Atmospheric Administration - Pacific Marine Environmental Laboratory,http://orca.ocean.washington.edu/about_proj_ORCA.shtml,Buoy offline since Jan 27. 2013. No further updates. Patchy updating in 2010. Measurement frequency is anywhere from every two hours to once per day and is dicted by the availability of solar energy.,Allan Devol; Adrienne Sutton; Wendi Ruef,devol@u.washington.edu; adrienne.sutton@noaa.gov; wruef@ocean.washington.edu,External Funds,NANOOS WOAC,43252,Current funding has option for renewal,Physical/Biogeochemical,Estuarine Environmental Monitoring,Water Quality,Academic,Mooring,In situ,No,Estuarine,47.9073,-122.627,,0,88,Continuous,120,120,Year-round,2,2011-Present,2011,Present,Yes,2 - 6 hrs,No,No,No,No,No,No,No,No,No,No,Yes,,http://orca.ocean.washington.edu/sensors.html,http://orca.ocean.washington.edu/sensors.html,Yes,Yes,Yes,No,No,Dewpoint Temp; Density; Relative Humidity; Wind Direction; Wind Gust; Wind Speed,No,Yes,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR631,OR Inshore Surface Piercing Profiler,OOI CE01ISSP,,Oregon,point,Ocean Observatories Intiative,http://oceanobservatories.org/cruise-data/,Phytoplankton measured using WET LABS ac-S,Jonathan Fram,jfram@ceoas.oregonstate.edu,External Funds,National Science Foundation,2018,Continued funding is likely from the same source,Physical/Biogeochemical,Oceanographic Characterization,,Academic,Mooring,in situ,No,Nearshore; Open Ocean,44.6585,-124.0982,25,0,,continuous,360,360,April-September,3,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,Nortek Vector 3-D Acoustic velocimeter; Aanderaa Oxygen Optode 4831; WET Labs Eco PAR; Seabird 49 FastCAT profiling CTD; Satlantic Nitrate Sensor ISUS V3; WET Labs 3-Wavelength Fluorometer; Satlantic OCR507 ICSW w/ Midrange Bioshutter;,Yes,Yes,Yes,Yes,No,CDOM; PAR; Velocity; spectral irradiance,Yes,Yes,Yes,No,No,No,No,Phytoplankton,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR630,WA Offshore Wire Following Profiler Mooring,OOI CE09OSPM,,Washington,point,Ocean Observatories Intiative,https://ooinet.oceanobservatories.org,,Edward Dever,edever@ceoas.oregonstate.edu,External Funds,National Science Foundation,2018,Continued funding is likely from the same source,Physical/Biogeochemical & Biological,,,Academic,Mooring,in situ,No,Open Ocean,46.8517,-124.9715,542,30,,continuous,360,360,Year-round,4,2014-Present,2014,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,Yes,Yes,No,CDOM; PAR; Velocity,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR633,WA Inshore Surface Piercing Profiler,OOI CE06ISSP,,Washington,point,Ocean Observatories Intiative,https://ooinet.oceanobservatories.org,Phytoplankton measured using WET LABS ac-S,Jonathan Fram,jfram@ceoas.oregonstate.edu,External Funds,National Science Foundation,2018,Continued funding is likely from the same source,Physical/Biogeochemical & Biological,,,Academic,Mooring,in situ,No,Nearshore; Open Ocean,47.133,-124.273,29,0,,continuous,360,360,April-September,3,2015-Present,2015,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,WET Labs ac-s,Yes,Yes,Yes,Yes,No,CDOM; PAR; Velocity; spectral irradiance,Yes,Yes,Yes,No,No,No,No,Phytoplankton,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR632,OR Shelf Surface Piercing Profiler,OOI CE02SHSP,,Oregon,point,Ocean Observatories Intiative,http://oceanobservatories.org/cruise-data/,Phytoplankton measured using WET LABS ac-S,Jonathan Fram,jfram@ceoas.oregonstate.edu,External Funds,National Science Foundation,2018,Continued funding is likely from the same source,Physical/Biogeochemical,Oceanographic Characterization,,Academic,Mooring,in situ,No,Nearshore; Open Ocean,44.643,-124.316,80,0,,continuous,720,720,Year-Round,2,2016-Present,2016,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,Nortek Vector 3-D Acoustic velocimeter; Aanderaa Oxygen Optode 4831; Seabird 49 FastCAT profiling CTD; Satlantic Nitrate Sensor ISUS V3; WET Labs Eco PAR; Satlantic OCR507 ICSW w/ Midrange Bioshutter; WET Labs AC-S w/ Pump,Yes,Yes,Yes,Yes,No,CDOM; PAR; Velocity; spectral irradiance,Yes,Yes,Yes,No,No,No,No,Phytoplankton,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR634,WA Shelf Surface Piercing Profiler,OOI CE07SHSP,,Washington,point,Ocean Observatories Intiative,https://ooinet.oceanobservatories.org,Phytoplankton measured using WET LABS ac-S,Jonathan Fram,jfram@ceoas.oregonstate.edu,External Funds,National Science Foundation,2018,Continued funding is likely from the same source,Physical/Biogeochemical & Biological,,,Academic,Mooring,in situ,No,Nearshore; Open Ocean,46.995,-124.575,87,0,,continuous,720,720,Year-round,1,2017-Present,2017,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,WET Labs ac-s,Yes,Yes,Yes,Yes,No,CDOM; PAR; Velocity; spectral irradiance,Yes,Yes,Yes,No,No,No,No,Phytoplankton,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,H,0,0
OR982,LOBO-Yaquina Bay,LOBO_Yaqui,,Oregon,point,Oregon State University,,,Cinamon Moffett,cinamon.moffett@oregonstate.edu,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,,Academic,Mooring,in situ,No,Estuarine,44.6294,-124.0415,1;4,,,continuous,< 6 hours,1460,Year-Round,7,2007-2013,2007,2013,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,Seabird,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Scatter Coefficient; Scatter DOM,H,0,0
OR998,OSU COAS NH Bob Glider,OSU_GliderBob,,Oregon,point,Oregon State University,,,John A. Barth,jack.barth@oregonstate.edu,,,,,Physical/Biogeochemical,Oceanographic Characterization,,Academic,Glider,in situ,No,Nearshore; Open Ocean,,,,Full Water Column,Full Water Column,continuous,< 6 hours,1460,Year-Round,7,2008-2014,2008,2014,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM; Backscatter,H,0,0
OR999,OSU COAS NH Jane Glider,OSU_GliderJane,,Oregon,point,Oregon State University,,,John A. Barth,jack.barth@oregonstate.edu,,,,,Physical/Biogeochemical,Oceanographic Characterization,,Academic,Glider,in situ,No,Nearshore; Open Ocean,,,,Full Water Column,Full Water Column,continuous,< 6 hours,1460,Year-Round,7,2008-2014,2008,2014,No,,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,Yes,Yes,No,No,,Yes,Yes,No,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CDOM; Backscatter,H,0,0
OR997,Whiskey Creek Shellfish Hatchery- ZAPs Test Platform,WCAH_ZAPS Test Platform,,Oregon,point,Oregon State University,,,George Waldbusser,waldbuss@coas.oregonstate.edu,,,,,Physical/Biogeochemical,Estuarine Environmental Monitoring,,Academic,Mooring,in situ,No,Estuarine,45.4214,-123.9362,4,,,continuous,< 6 hours,1460,Year-Round,2,2016-Present,2016,Present,Yes,,No,No,No,No,No,No,No,No,No,No,Yes,,,ZAPS integrated monitoring platform,No,No,No,No,No,Chem O2 Demand,Yes,Yes,Yes,No,No,No,No,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Biological O2 demand,H,0,0
CA859,Rockfish Recruitment and Ecosystem Assessment Survey,San Diego_484,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19411,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.70833333,-117.3333333,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 116",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA860,Rockfish Recruitment and Ecosystem Assessment Survey,San Clemente_403,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19382,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.71666667,-118.7483398,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 87",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA861,Rockfish Recruitment and Ecosystem Assessment Survey,San Clemente_ 401,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19380,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.71666667,-118.2,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 85",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA862,Rockfish Recruitment and Ecosystem Assessment Survey,San Clemente_401,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19381,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.71666667,-118.4533366,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 86",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA863,Rockfish Recruitment and Ecosystem Assessment Survey,San Clemente_404,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19383,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.71666667,-119.0166667,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 88",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA864,Rockfish Recruitment and Ecosystem Assessment Survey,San Diego_483,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19410,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.81666667,-117.4216634,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 115",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA865,Rockfish Recruitment and Ecosystem Assessment Survey,San Diego_482,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19409,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,32.91666667,-117.5833333,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 114",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA866,Rockfish Recruitment and Ecosystem Assessment Survey,San Diego_481,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19408,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.01666667,-117.75,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 113",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA867,Rockfish Recruitment and Ecosystem Assessment Survey,San Nicolas_414,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19387,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.38333333,-119.7633301,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 92",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA868,Rockfish Recruitment and Ecosystem Assessment Survey,San Nicolas_413,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19386,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.48666585,-119.6049967,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 91",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA869,Rockfish Recruitment and Ecosystem Assessment Survey,San Nicolas_412,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19385,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.58666585,-119.4483398,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 90",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA870,Rockfish Recruitment and Ecosystem Assessment Survey,San Nicolas_411,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19384,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.68999837,-119.2866699,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 89",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA871,Rockfish Recruitment and Ecosystem Assessment Survey,San Miguel_425,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19391,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,33.91833496,-120.7116699,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 96",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
CA872,Rockfish Recruitment and Ecosystem Assessment Survey,San Miguel_424,,California,point,"National Oceanic and Atmospheric Administration - Southwest Fisheries Science Center, Fisheries Ecology Division",https://swfsc.noaa.gov/textblock.aspx?Division=FED&ParentMenuId=54&id=19390,,Keith Sakuma; John Field,keith.sakuma@noaa.gov; john.field@noaa.gov,Dedicated Program Funds,NOAA,Indefinite,Funding is continued for the forseeable future,Physical/Biogeochemical & Biological,,,Agency,Cruise Station,Cruise,No,Offshore,34.06999919,-120.5783366,,30,45,spot,1 - 2 times a year,1,May - mid June; Spring,13,2004 - Present,2004,Present,Yes,Data uploaded to ERDDAP once a year,No,No,No,No,No,No,Yes,No,No,No,No,,"CTD vertical casts, Thermosalinometer flow through at surface; nets","CTD, SBE 19+, Thermosalinometer, SBE 21 and 95",Yes,Yes,Yes,No,No,"PAR, Density, Transmissivity",No,Yes,No,No,No,No,No,Zooplankton; Fish; Epi-pelagic Invertebrates,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,H,0,0
